House_ID,Region,Region_Factor,Area,Frontage,Road_Width,dist-center,Floors,Bedrooms,Bathrooms,yr-built,Price
VN_1551,Small_Province,0.25,67.0,6.5,6.3,20.5,1,3,2,1990,0.95
VN_1552,Big_Province,1.0,82.9,5.1,4.4,10.0,2,3,3,1992,2.86
VN_1553,Small_Province,0.25,203.7,7.2,3.7,23.7,3,5,3,1990,1.56
VN_1554,Small_Province,0.25,55.2,3.8,2.8,13.3,2,1,1,2017,0.67
VN_1555,HCMC,8.5,198.3,5.7,5.7,19.5,2,5,5,2004,12.69
VN_1556,HCMC,8.5,75.3,5.4,2.2,17.6,2,3,2,1994,3.4
VN_1557,Big_Province,1.0,171.6,3.9,3.9,14.0,2,3,2,1992,3.62
VN_1558,Big_Province,1.0,43.8,3.9,6.4,25.4,2,1,1,2021,1.42
VN_1559,Small_Province,0.25,118.5,3.8,4.5,31.1,3,2,2,2012,0.86
VN_1560,Small_Province,0.25,61.2,3.1,4.5,1.2,2,1,1,1992,3.8
VN_1561,Big_Province,1.0,43.6,3.0,2.6,32.7,2,1,1,2017,0.64
VN_1562,HCMC,8.5,98.7,7.6,7.1,18.4,2,2,1,2003,8.6
VN_1563,Small_Province,0.25,146.5,4.5,2.3,24.8,3,3,3,1999,0.73
VN_1564,Big_Province,1.0,58.0,6.8,6.3,30.1,2,1,1,2023,1.66
VN_1565,Small_Province,0.25,41.8,6.4,5.8,16.9,1,4,2,1996,0.69
VN_1566,Big_Province,1.0,84.5,3.0,2.7,29.4,2,1,1,2003,1.25
VN_1567,Big_Province,1.0,84.7,3.0,4.3,7.0,2,2,2,2005,3.87
VN_1568,Hanoi,8.0,116.3,10.0,6.7,6.4,3,3,2,2019,24.06
VN_1569,Big_Province,1.0,142.2,8.8,6.3,23.4,4,2,1,2011,3.62
VN_1570,Big_Province,1.0,85.9,5.0,3.9,30.6,1,2,2,2008,1.31
VN_1571,Big_Province,1.0,223.6,7.1,3.8,31.3,4,4,2,1993,2.8
VN_1572,HCMC,8.5,98.9,4.0,3.4,22.9,1,3,2,2016,3.91
VN_1573,Small_Province,0.25,74.4,5.7,2.0,18.9,3,2,2,2001,0.61
VN_1574,Small_Province,0.25,39.5,3.2,4.0,12.3,1,2,1,2013,0.76
VN_1575,HCMC,8.5,77.6,3.0,2.3,34.3,2,4,3,2006,2.94
VN_1576,Hanoi,8.0,74.7,3.0,2.0,11.9,2,1,1,2007,4.58
VN_1577,Hanoi,8.0,142.9,5.7,3.0,26.3,4,4,4,2001,5.44
VN_1578,Big_Province,1.0,111.4,3.3,2.1,19.1,3,4,3,2022,1.71
VN_1579,Big_Province,1.0,49.0,4.5,4.4,21.7,4,1,1,1982,1.13
VN_1580,Big_Province,1.0,96.4,3.2,3.2,14.4,3,3,2,2001,2.36
VN_1581,HCMC,8.5,123.7,4.0,2.0,33.8,2,2,1,2000,4.23
VN_1582,Big_Province,1.0,189.9,7.8,4.6,20.4,3,6,5,1995,3.35
VN_1583,Big_Province,1.0,137.8,6.1,5.5,32.9,3,2,1,1988,2.52
VN_1584,Big_Province,1.0,129.4,5.5,3.0,1.3,2,4,2,1992,9.83
VN_1585,Small_Province,0.25,91.1,6.7,5.1,20.5,2,3,1,1989,1.11
VN_1586,HCMC,8.5,107.4,6.1,4.8,25.4,3,1,1,2000,6.24
VN_1587,Big_Province,1.0,165.2,8.5,6.9,26.3,3,3,2,2021,3.88
VN_1588,Big_Province,1.0,45.4,3.7,4.1,31.8,1,1,1,2019,0.94
VN_1589,Big_Province,1.0,74.3,4.1,2.0,1.1,3,3,2,1986,4.99
VN_1590,Small_Province,0.25,60.1,3.0,2.0,1.0,1,1,1,2025,2.14
VN_1591,Big_Province,1.0,106.9,4.5,2.5,17.1,1,3,3,2001,1.83
VN_1592,Small_Province,0.25,163.6,7.7,8.4,2.0,2,5,4,1997,7.7
VN_1593,HCMC,8.5,65.6,7.1,8.4,34.1,1,2,1,2000,5.13
VN_1594,Hanoi,8.0,26.8,6.0,7.3,8.6,2,2,2,1993,6.85
VN_1595,Small_Province,0.25,72.0,3.0,2.0,17.1,2,1,1,1989,0.56
VN_1596,Big_Province,1.0,139.6,7.6,3.0,3.1,3,4,3,2012,8.99
VN_1597,Big_Province,1.0,115.7,3.0,2.0,18.7,4,2,1,1988,1.62
VN_1598,Hanoi,8.0,109.6,6.9,4.3,13.9,2,1,1,1997,9.49
VN_1599,Hanoi,8.0,76.9,4.2,2.9,2.5,3,1,1,1992,16.85
VN_1600,Small_Province,0.25,46.7,5.8,6.3,12.4,3,3,2,1996,1.21
VN_1601,HCMC,8.5,114.4,3.0,3.6,14.3,2,3,3,2002,7.32
VN_1602,Big_Province,1.0,58.3,6.8,5.4,34.7,2,2,2,2004,1.24
VN_1603,HCMC,8.5,263.6,4.5,2.0,8.1,5,7,4,1995,17.72
VN_1604,Big_Province,1.0,117.6,4.2,2.0,19.5,3,1,1,2003,1.78
VN_1605,Hanoi,8.0,66.2,3.0,2.6,34.6,1,2,2,2010,2.4
VN_1606,Big_Province,1.0,65.1,3.0,3.3,27.9,1,3,2,1990,1.06
VN_1607,Hanoi,8.0,84.4,5.2,4.5,34.8,2,1,1,2002,3.13
VN_1608,Small_Province,0.25,78.5,8.2,4.6,33.9,1,4,3,2020,0.76
VN_1609,HCMC,8.5,154.6,10.6,8.9,17.6,3,3,3,2018,15.75
VN_1610,Big_Province,1.0,97.1,5.3,4.6,24.7,2,2,1,2001,1.48
VN_1611,Small_Province,0.25,61.3,6.7,3.4,4.8,2,2,1,2012,1.84
VN_1612,Big_Province,1.0,227.6,7.1,4.1,16.0,4,6,5,2020,4.87
VN_1613,Big_Province,1.0,90.6,6.0,5.5,28.5,2,2,2,2021,1.84
VN_1614,Big_Province,1.0,129.9,4.9,3.3,18.2,3,4,3,1997,2.42
VN_1615,Big_Province,1.0,65.2,5.1,6.2,24.9,1,2,1,1993,1.1
VN_1616,Big_Province,1.0,106.0,6.2,5.4,26.4,2,1,1,2007,2.29
VN_1617,Small_Province,0.25,103.3,4.2,2.4,9.6,1,5,3,1990,1.49
VN_1618,Big_Province,1.0,34.4,4.3,3.2,30.8,2,1,1,2003,0.54
VN_1619,Big_Province,1.0,242.2,6.7,5.2,16.6,4,7,3,2015,5.79
VN_1620,Small_Province,0.25,168.6,7.5,4.5,8.1,4,4,3,1998,4.21
VN_1621,Big_Province,1.0,72.5,3.0,2.0,30.4,1,1,1,1992,0.67
VN_1622,Hanoi,8.0,51.0,4.5,4.4,15.2,1,2,1,2012,4.55
VN_1623,Big_Province,1.0,105.2,8.7,7.8,26.5,4,1,1,1998,2.74
VN_1624,Small_Province,0.25,92.4,7.2,6.3,19.6,2,1,1,2011,1.05
VN_1625,HCMC,8.5,105.7,7.7,8.0,14.0,2,2,1,1994,11.82
VN_1626,Big_Province,1.0,97.3,5.2,3.1,28.5,1,3,3,1990,1.46
VN_1627,HCMC,8.5,113.9,5.9,6.9,20.9,2,5,3,2002,7.19
VN_1628,Big_Province,1.0,182.4,7.9,4.6,14.3,5,3,2,1984,5.52
VN_1629,Hanoi,8.0,117.5,8.2,4.6,4.7,3,3,2,2001,24.03
VN_1630,Big_Province,1.0,52.3,3.0,2.0,31.4,2,1,1,2021,0.61
VN_1631,Small_Province,0.25,174.8,3.7,2.1,2.2,2,4,2,1997,4.08
VN_1632,Big_Province,1.0,200.9,8.7,5.8,30.3,4,6,5,1986,2.74
VN_1633,Big_Province,1.0,427.7,8.5,7.2,13.2,5,7,5,2012,12.29
VN_1634,Small_Province,0.25,50.4,3.4,2.9,22.7,3,1,1,1982,0.42
VN_1635,Small_Province,0.25,99.9,3.0,2.0,32.4,3,4,2,2007,0.47
VN_1636,HCMC,8.5,31.2,3.4,2.0,6.2,1,2,2,1980,3.65
VN_1637,Big_Province,1.0,116.6,3.0,2.0,20.3,3,1,1,2016,1.46
VN_1638,HCMC,8.5,67.2,8.6,3.8,27.0,2,1,1,2001,3.92
VN_1639,Small_Province,0.25,231.4,6.7,3.5,26.8,3,5,4,2023,1.27
VN_1640,Small_Province,0.25,60.0,4.6,2.3,18.9,1,2,1,1998,0.57
VN_1641,Big_Province,1.0,38.0,5.5,6.3,22.2,2,1,1,1993,1.18
VN_1642,Small_Province,0.25,69.9,6.6,5.2,26.8,3,2,2,1982,0.67
VN_1643,Big_Province,1.0,32.9,6.1,5.6,29.6,1,2,1,1998,0.83
VN_1644,Big_Province,1.0,128.7,7.4,3.3,26.9,3,2,1,2012,2.11
VN_1645,Hanoi,8.0,31.5,3.2,4.2,13.0,2,3,3,2000,3.87
VN_1646,Small_Province,0.25,89.7,4.5,5.3,34.9,3,1,1,1980,0.87
VN_1647,HCMC,8.5,31.3,5.8,2.0,15.8,1,1,1,2005,2.62
VN_1648,Small_Province,0.25,75.4,3.9,2.0,1.8,3,1,1,1989,2.07
VN_1649,Small_Province,0.25,201.1,6.4,5.5,13.3,5,5,3,2014,2.68
VN_1650,Small_Province,0.25,105.9,6.0,5.4,5.3,2,3,1,1992,2.99
VN_1651,Hanoi,8.0,57.4,6.1,3.5,5.1,2,1,1,1985,11.89
VN_1652,Big_Province,1.0,87.1,3.0,2.0,10.6,2,1,1,2022,2.13
VN_1653,HCMC,8.5,89.2,6.3,3.9,2.8,4,1,1,1985,23.81
VN_1654,Big_Province,1.0,112.0,4.9,3.8,24.4,3,5,3,2014,1.54
VN_1655,Hanoi,8.0,44.7,5.8,6.1,3.5,1,1,1,1995,13.13
VN_1656,Small_Province,0.25,118.9,6.8,3.9,7.9,2,2,2,2020,2.49
VN_1657,Big_Province,1.0,22.9,7.2,6.9,4.2,1,3,2,1987,3.48
VN_1658,Big_Province,1.0,64.5,7.2,4.2,3.1,3,1,1,1982,6.27
VN_1659,Big_Province,1.0,69.3,7.2,4.2,10.1,1,1,1,1984,2.33
VN_1660,Big_Province,1.0,121.4,8.0,7.2,20.4,4,2,1,2000,3.15
VN_1661,Big_Province,1.0,89.4,5.6,5.6,33.8,3,1,1,2010,1.86
VN_1662,Big_Province,1.0,43.8,4.6,4.7,30.8,2,1,1,1993,1.0
VN_1663,Small_Province,0.25,54.0,6.2,2.7,30.8,2,1,1,2016,0.45
VN_1664,Big_Province,1.0,97.7,6.5,4.2,7.0,2,5,3,1998,4.97
VN_1665,Small_Province,0.25,85.0,4.4,4.6,10.0,2,1,1,2016,1.59
VN_1666,Small_Province,0.25,66.2,5.5,4.2,3.6,3,1,1,1999,3.06
VN_1667,HCMC,8.5,69.5,4.8,2.0,27.5,2,2,1,1981,2.11
VN_1668,Small_Province,0.25,125.3,3.9,3.6,3.4,3,3,2,1986,3.13
VN_1669,Hanoi,8.0,68.3,7.1,4.3,19.9,2,2,1,2012,4.83
VN_1670,Small_Province,0.25,84.6,5.1,6.5,9.4,2,1,1,2021,2.17
VN_1671,Big_Province,1.0,261.7,10.8,10.4,9.3,4,5,2,1985,15.12
VN_1672,Small_Province,0.25,43.4,3.0,3.2,34.7,3,3,2,1986,0.34
VN_1673,Small_Province,0.25,35.0,3.4,4.6,26.7,1,1,1,2023,0.47
VN_1674,Small_Province,0.25,130.9,5.6,4.3,29.5,3,3,1,1997,1.01
VN_1675,Small_Province,0.25,63.0,6.8,6.2,20.4,2,2,2,2022,1.04
VN_1676,Big_Province,1.0,75.4,5.6,6.4,30.6,2,3,1,2008,1.47
VN_1677,Hanoi,8.0,59.8,5.3,4.3,22.9,2,1,1,1998,3.87
VN_1678,Big_Province,1.0,77.7,3.0,2.0,33.2,2,1,1,2004,0.8
VN_1679,HCMC,8.5,196.7,4.2,2.0,10.6,5,6,5,1983,10.22
VN_1680,Big_Province,1.0,132.1,6.1,4.5,21.2,2,2,1,1992,2.19
VN_1681,Big_Province,1.0,136.1,3.1,3.6,24.5,3,5,4,2011,2.14
VN_1682,Small_Province,0.25,43.6,3.6,4.1,14.4,1,1,1,2006,0.7
VN_1683,Big_Province,1.0,49.7,5.5,4.9,30.9,2,1,1,2013,0.99
VN_1684,Small_Province,0.25,21.4,3.0,2.0,34.3,1,1,1,2007,0.18
VN_1685,HCMC,8.5,59.0,7.6,2.7,17.8,2,3,2,1988,3.54
VN_1686,Small_Province,0.25,142.7,7.9,5.2,14.3,4,3,1,1987,1.9
VN_1687,Small_Province,0.25,114.5,3.0,2.0,17.0,2,2,1,2000,1.03
VN_1688,Big_Province,1.0,79.2,3.3,2.0,30.0,3,1,1,2025,0.81
VN_1689,Big_Province,1.0,87.5,3.0,3.2,22.9,2,1,1,2009,1.6
VN_1690,Small_Province,0.25,62.7,3.3,5.5,2.5,2,2,1,2008,2.91
VN_1691,HCMC,8.5,98.0,6.5,5.1,19.4,1,1,1,1988,6.91
VN_1692,Big_Province,1.0,129.7,4.8,3.3,1.6,2,4,3,1992,9.0
VN_1693,Big_Province,1.0,39.4,5.3,3.6,27.5,1,1,1,1997,0.83
VN_1694,HCMC,8.5,102.7,3.0,2.4,12.2,4,3,3,2017,5.93
VN_1695,Big_Province,1.0,141.0,7.1,4.1,17.0,3,1,1,2001,2.64
VN_1696,Hanoi,8.0,71.9,3.8,3.1,28.2,3,1,1,2010,3.3
VN_1697,Hanoi,8.0,125.5,5.5,4.8,2.6,3,2,1,2014,24.69
VN_1698,HCMC,8.5,361.3,8.1,6.4,6.4,5,7,5,2021,46.7
VN_1699,Small_Province,0.25,83.9,3.0,2.9,14.5,3,1,1,2021,0.95
VN_1700,Big_Province,1.0,107.7,3.2,3.0,8.8,3,2,2,1989,2.99
VN_1701,Small_Province,0.25,61.1,6.5,2.2,12.5,1,4,3,1988,0.67
VN_1702,Big_Province,1.0,96.8,5.9,5.3,34.9,3,3,2,2010,1.66
VN_1703,Big_Province,1.0,111.3,7.2,4.4,29.1,2,4,3,2023,1.49
VN_1704,Big_Province,1.0,97.5,5.7,2.7,31.1,1,1,1,2019,1.09
VN_1705,Big_Province,1.0,53.1,4.9,2.0,32.9,3,3,2,2003,0.76
VN_1706,Hanoi,8.0,98.1,3.0,2.9,12.6,3,4,1,2020,7.34
VN_1707,Big_Province,1.0,183.7,5.7,3.9,11.1,5,5,3,1987,6.17
VN_1708,HCMC,8.5,110.7,5.3,2.0,9.0,3,2,2,1999,9.49
VN_1709,Big_Province,1.0,143.1,9.2,7.6,29.2,3,4,3,1996,3.46
VN_1710,Big_Province,1.0,78.6,6.2,2.5,24.1,3,1,1,2007,1.15
VN_1711,HCMC,8.5,128.7,8.3,6.4,9.0,4,4,2,1985,18.52
VN_1712,Hanoi,8.0,101.7,6.3,5.1,13.8,4,1,1,2021,10.14
VN_1713,Small_Province,0.25,55.0,3.4,3.9,18.2,2,1,1,2012,0.53
VN_1714,Big_Province,1.0,103.7,5.4,6.7,19.0,2,4,4,2007,2.84
VN_1715,Hanoi,8.0,53.9,5.1,2.0,31.2,1,3,3,1980,1.71
VN_1716,Small_Province,0.25,64.4,3.1,2.2,13.9,2,1,1,2020,0.68
VN_1717,Hanoi,8.0,97.2,4.5,2.9,31.9,1,1,1,2014,3.89
VN_1718,Big_Province,1.0,102.6,4.8,4.3,16.0,3,3,3,2003,2.08
VN_1719,Small_Province,0.25,48.8,7.5,5.9,26.4,2,1,1,1985,0.63
VN_1720,HCMC,8.5,149.8,3.0,2.0,32.6,4,5,3,1986,3.82
VN_1721,HCMC,8.5,117.7,7.6,5.0,31.9,3,3,3,1988,5.48
VN_1722,HCMC,8.5,62.2,3.0,2.0,2.9,3,3,2,2016,10.74
VN_1723,Big_Province,1.0,41.0,3.0,3.7,8.0,2,1,1,1995,2.11
VN_1724,Hanoi,8.0,82.3,7.1,6.0,17.2,2,1,1,2013,7.97
VN_1725,Big_Province,1.0,70.8,6.1,6.0,15.7,2,3,1,2014,2.37
VN_1726,Hanoi,8.0,93.6,7.4,5.1,22.8,2,2,1,2014,5.14
VN_1727,Big_Province,1.0,73.8,6.3,3.7,33.1,2,1,1,1999,1.14
VN_1728,Small_Province,0.25,32.4,8.1,4.4,4.8,1,1,1,2002,1.54
VN_1729,Small_Province,0.25,72.8,5.9,4.9,16.4,3,1,1,2021,1.03
VN_1730,Big_Province,1.0,75.9,4.6,2.0,7.5,3,4,4,2014,2.72
VN_1731,Big_Province,1.0,121.4,6.0,7.3,31.4,2,3,2,2025,2.52
VN_1732,Big_Province,1.0,62.4,7.0,3.3,33.8,2,1,1,2002,1.04
VN_1733,Big_Province,1.0,204.7,5.0,4.2,17.3,4,6,4,1983,3.19
VN_1734,Big_Province,1.0,34.0,3.2,4.8,4.5,2,2,1,1989,2.98
VN_1735,HCMC,8.5,170.4,5.4,5.0,27.7,5,4,1,2022,9.07
VN_1736,Small_Province,0.25,79.1,3.0,2.5,24.7,1,5,3,1990,0.5
VN_1737,Big_Province,1.0,135.9,5.8,2.9,13.1,3,6,3,2019,3.46
VN_1738,HCMC,8.5,92.0,3.0,2.0,31.2,2,2,2,1988,2.68
VN_1739,Big_Province,1.0,156.4,5.9,5.6,34.2,2,5,4,2019,2.3
VN_1740,Big_Province,1.0,72.9,6.4,7.1,20.0,2,3,2,1991,2.27
VN_1741,Small_Province,0.25,51.1,3.7,2.1,20.2,2,1,1,1996,0.36
VN_1742,Small_Province,0.25,179.9,9.1,5.1,11.1,3,4,1,2011,3.07
VN_1743,Small_Province,0.25,83.6,3.0,2.0,20.9,1,1,1,2002,0.53
VN_1744,Hanoi,8.0,98.8,7.3,4.0,15.9,5,1,1,1994,7.86
VN_1745,Big_Province,1.0,164.0,7.1,5.2,11.3,4,4,4,2007,6.45
VN_1746,Big_Province,1.0,52.8,3.0,4.6,3.3,2,1,1,2017,5.23
VN_1747,Hanoi,8.0,119.1,10.3,8.7,9.6,2,1,1,1984,21.86
VN_1748,HCMC,8.5,65.8,4.7,4.0,7.7,2,2,1,2019,10.75
VN_1749,Small_Province,0.25,82.8,3.4,2.0,19.4,2,2,1,1997,0.63
VN_1750,HCMC,8.5,91.7,3.0,2.0,21.5,1,4,3,2000,2.82
VN_1751,Big_Province,1.0,41.8,4.1,5.2,21.7,1,2,2,1994,1.28
VN_1752,HCMC,8.5,59.9,4.5,3.7,14.2,2,1,1,1982,5.39
VN_1753,Hanoi,8.0,173.8,6.2,2.0,15.3,5,6,4,2025,7.71
VN_1754,HCMC,8.5,137.7,5.1,2.8,29.4,3,4,3,2005,4.88
VN_1755,Small_Province,0.25,85.7,6.1,3.3,17.2,3,2,1,1994,0.81
VN_1756,Small_Province,0.25,99.9,4.5,2.5,34.6,2,2,1,2024,0.58
VN_1757,Small_Province,0.25,76.3,3.0,3.1,15.9,2,1,1,1999,0.77
VN_1758,Big_Province,1.0,174.3,5.8,4.2,23.1,4,2,2,2000,2.64
VN_1759,Hanoi,8.0,80.0,3.0,2.1,2.7,3,1,1,2005,14.16
VN_1760,Big_Province,1.0,99.3,5.8,6.3,23.2,3,2,2,2020,2.36
VN_1761,Big_Province,1.0,156.9,4.1,2.0,29.9,2,1,1,2002,1.28
VN_1762,Small_Province,0.25,60.0,5.0,6.5,33.0,2,1,1,2004,0.59
VN_1763,Hanoi,8.0,192.8,8.6,5.5,34.9,4,5,4,1983,6.63
VN_1764,Big_Province,1.0,41.1,3.0,2.4,10.6,1,3,1,1989,1.37
VN_1765,HCMC,8.5,199.8,8.3,5.8,20.6,4,3,1,2001,11.85
VN_1766,Big_Province,1.0,73.4,4.1,3.2,16.3,3,2,1,1982,1.69
VN_1767,Small_Province,0.25,78.3,8.1,6.7,20.2,3,1,1,1998,1.54
VN_1768,Big_Province,1.0,34.4,3.7,3.5,6.4,3,1,1,2010,2.06
VN_1769,Big_Province,1.0,70.5,3.3,2.0,30.1,2,2,1,1988,0.8
VN_1770,Big_Province,1.0,52.6,5.9,2.7,31.9,1,1,1,2008,0.93
VN_1771,Big_Province,1.0,65.3,4.0,6.7,16.3,2,1,1,2016,2.11
VN_1772,Small_Province,0.25,82.6,3.5,2.0,10.5,4,2,2,2025,1.05
VN_1773,Small_Province,0.25,142.8,4.8,4.7,5.8,3,5,5,1986,3.78
VN_1774,Small_Province,0.25,98.1,5.1,2.0,24.2,3,4,4,2017,0.76
VN_1775,Small_Province,0.25,103.1,7.6,5.3,11.6,3,2,1,2003,2.19
VN_1776,Big_Province,1.0,51.1,3.0,2.1,31.9,2,1,1,1987,0.56
VN_1777,Big_Province,1.0,56.9,4.7,4.2,23.8,2,2,2,2013,1.11
VN_1778,Big_Province,1.0,217.4,7.7,2.0,23.0,3,5,5,2005,2.18
VN_1779,HCMC,8.5,61.2,5.1,4.1,20.0,1,2,2,2007,3.27
VN_1780,Small_Province,0.25,202.4,8.7,4.8,2.6,3,6,4,2007,7.72
VN_1781,Hanoi,8.0,78.3,4.8,4.1,32.7,2,3,1,2025,3.67
VN_1782,Small_Province,0.25,88.5,4.7,2.0,22.3,3,2,2,1986,0.56
VN_1783,Big_Province,1.0,151.0,6.8,3.8,34.8,3,2,1,1982,1.69
VN_1784,Big_Province,1.0,167.0,6.1,4.2,19.3,3,3,2,2001,3.14
VN_1785,Big_Province,1.0,83.7,4.3,2.0,25.1,1,1,1,2017,0.93
VN_1786,Small_Province,0.25,72.8,5.8,3.6,2.9,3,3,2,2025,3.02
VN_1787,Big_Province,1.0,86.0,3.8,2.0,22.5,3,4,3,2023,1.04
VN_1788,Big_Province,1.0,104.7,4.1,2.0,27.0,3,4,3,1997,1.24
VN_1789,Hanoi,8.0,138.1,4.7,5.0,27.5,3,4,3,1991,5.63
VN_1790,Big_Province,1.0,88.6,7.5,3.7,27.2,1,1,1,2010,1.73
VN_1791,HCMC,8.5,120.5,3.0,2.0,8.7,2,5,3,2018,9.07
VN_1792,Small_Province,0.25,200.6,7.1,6.4,34.2,5,5,3,1984,1.65
VN_1793,Big_Province,1.0,107.0,5.3,3.1,34.8,3,1,1,2023,1.46
VN_1794,Big_Province,1.0,103.4,3.0,2.0,3.6,1,3,1,2020,4.35
VN_1795,Hanoi,8.0,41.4,5.0,4.1,32.8,2,1,1,2008,2.44
VN_1796,Hanoi,8.0,23.7,5.1,5.5,10.8,2,1,1,2022,4.13
VN_1797,Small_Province,0.25,107.4,6.3,3.0,24.4,2,1,1,2015,0.85
VN_1798,Hanoi,8.0,84.3,3.0,2.0,12.5,1,2,2,1993,5.05
VN_1799,Hanoi,8.0,68.4,7.3,2.8,33.9,2,1,1,2023,3.62
VN_1800,Hanoi,8.0,99.9,3.8,2.3,4.5,2,1,1,1997,13.61
VN_1801,Small_Province,0.25,85.8,6.2,4.7,17.9,2,3,2,1986,1.13
VN_1802,Small_Province,0.25,155.4,7.2,4.1,15.6,3,4,3,2002,1.88
VN_1803,Big_Province,1.0,92.3,3.5,2.0,12.1,2,1,1,2012,1.95
VN_1804,Big_Province,1.0,60.9,5.9,2.3,22.9,2,5,3,2024,1.05
VN_1805,Big_Province,1.0,145.1,5.0,3.9,5.5,2,2,2,1995,7.04
VN_1806,Small_Province,0.25,79.3,3.0,3.8,25.4,2,1,1,2016,0.63
VN_1807,Big_Province,1.0,115.1,7.5,3.9,34.3,1,3,1,2004,1.51
VN_1808,HCMC,8.5,69.7,3.4,2.0,28.4,2,1,1,1988,2.47
VN_1809,HCMC,8.5,63.9,3.2,3.2,30.2,1,3,1,2007,2.51
VN_1810,Hanoi,8.0,92.2,4.4,5.1,13.2,2,2,1,1988,8.53
VN_1811,Big_Province,1.0,89.0,5.5,2.0,12.0,3,1,1,1991,2.04
VN_1812,Small_Province,0.25,112.4,5.2,3.7,18.6,2,3,1,1997,1.02
VN_1813,HCMC,8.5,77.3,5.9,4.8,2.6,3,1,1,2006,20.46
VN_1814,Hanoi,8.0,35.3,3.0,2.1,33.1,2,1,1,2005,1.56
VN_1815,Hanoi,8.0,71.2,3.5,2.0,5.9,1,3,3,2005,7.62
VN_1816,Small_Province,0.25,131.5,5.3,4.8,31.7,3,1,1,1989,1.16
VN_1817,Big_Province,1.0,76.2,8.3,8.5,3.8,1,1,1,1996,8.19
VN_1818,Small_Province,0.25,78.2,4.7,3.7,29.0,2,1,1,2011,0.73
VN_1819,Big_Province,1.0,144.8,7.7,4.2,6.2,3,3,1,2003,7.71
VN_1820,Big_Province,1.0,62.0,4.8,2.8,2.3,1,4,3,2022,5.27
VN_1821,HCMC,8.5,40.9,3.6,5.4,25.5,3,1,1,1987,2.44
VN_1822,HCMC,8.5,81.6,4.5,4.8,10.5,2,2,1,2009,8.27
VN_1823,Big_Province,1.0,69.4,4.5,4.3,25.3,1,1,1,2005,1.34
VN_1824,Small_Province,0.25,54.6,5.7,4.8,19.9,3,1,1,2003,0.66
VN_1825,Big_Province,1.0,81.0,7.4,4.6,4.7,1,2,2,2006,6.9
VN_1826,Big_Province,1.0,113.1,6.0,4.2,32.7,2,3,3,1994,1.72
VN_1827,Hanoi,8.0,88.0,7.2,5.3,16.4,1,2,1,2007,6.79
VN_1828,Small_Province,0.25,103.1,3.5,3.4,26.0,4,3,3,1990,0.66
VN_1829,Small_Province,0.25,219.0,5.8,6.6,18.0,4,4,4,2018,2.44
VN_1830,Big_Province,1.0,74.5,3.6,4.4,21.5,3,2,1,1981,1.35
VN_1831,Small_Province,0.25,101.6,5.8,2.2,11.3,3,2,1,1988,1.29
VN_1832,Big_Province,1.0,68.6,4.2,3.5,7.8,2,1,1,2024,3.22
VN_1833,Big_Province,1.0,57.9,6.0,5.6,19.4,2,1,1,2002,1.86
VN_1834,Small_Province,0.25,66.0,3.1,3.3,16.0,2,2,2,2012,0.8
VN_1835,Small_Province,0.25,69.6,4.9,2.7,14.3,2,1,1,1998,0.76
VN_1836,Big_Province,1.0,105.9,6.5,9.2,23.9,2,1,1,1992,2.68
VN_1837,HCMC,8.5,286.2,3.7,2.0,24.5,5,7,5,1993,6.15
VN_1838,Big_Province,1.0,61.8,8.5,4.8,2.6,2,1,1,2011,6.44
VN_1839,Small_Province,0.25,71.8,4.3,3.6,12.5,2,4,3,2001,0.87
VN_1840,HCMC,8.5,85.7,3.0,5.4,15.0,1,2,1,1999,7.56
VN_1841,Big_Province,1.0,107.8,5.6,2.9,4.3,1,2,1,2012,6.68
VN_1842,Big_Province,1.0,100.9,5.2,3.5,9.0,3,3,1,1984,3.3
VN_1843,Big_Province,1.0,168.1,5.8,6.0,2.8,3,4,1,1999,12.22
VN_1844,Big_Province,1.0,26.3,6.1,4.5,34.9,2,1,1,1993,0.66
VN_1845,Small_Province,0.25,26.8,5.7,3.7,26.0,1,1,1,2006,0.29
VN_1846,HCMC,8.5,69.0,5.3,4.9,4.0,1,2,2,2005,18.67
VN_1847,HCMC,8.5,153.1,6.6,5.4,1.7,3,3,3,2011,39.62
VN_1848,HCMC,8.5,40.4,4.3,4.8,25.5,1,1,1,2009,2.14
VN_1849,Small_Province,0.25,19.7,7.4,7.5,15.9,1,1,1,2006,0.55
VN_1850,Big_Province,1.0,117.7,3.0,2.7,27.8,4,1,1,2005,1.33
VN_1851,Big_Province,1.0,99.9,5.4,4.5,32.4,3,5,2,1997,1.58
VN_1852,Small_Province,0.25,51.3,4.7,3.9,21.4,3,1,1,2024,0.58
VN_1853,Small_Province,0.25,54.0,6.1,5.3,7.4,2,2,2,2002,1.91
VN_1854,Small_Province,0.25,54.5,3.1,2.4,27.6,1,1,1,2023,0.41
VN_1855,Small_Province,0.25,93.5,3.0,2.2,33.5,3,3,1,2003,0.51
VN_1856,HCMC,8.5,64.7,5.0,5.6,20.7,1,1,1,1983,4.65
VN_1857,Small_Province,0.25,113.2,5.8,6.7,24.2,3,1,1,2020,1.3
VN_1858,Big_Province,1.0,21.2,6.9,2.9,12.5,1,1,1,1982,0.75
VN_1859,Small_Province,0.25,57.6,3.0,2.3,14.0,4,2,2,2022,0.71
VN_1860,Small_Province,0.25,50.4,6.7,4.0,26.0,3,1,1,2009,0.59
